Original_Text,City,Country
"Le Raincy près Paris

88 Avenue Jan Stobbaerts Brussel",Paris,France
"Le Raincy près Paris

88 Avenue Jan Stobbaerts Brussel",Brussels,Belgium
"Optische Werkstätte
Postfach 84 Jena",Jena,Germany
Schumacher'sche Fabrik,,
Bietigheim - Württemberg,,
R. Lannoy 39 rue Fagnart Jumet,Lannoy,France
"Deutsche Spiegelglas Akt. Ges.
Grünenplan bei Alfeld-Leine
S. Bendit. Söhne
Spiegelglas-Tafelglasfabriken Fürth (Bayern)",Alfeld (Leine),Germany
"Lommatzscher Glasfabrik Tonihütte
Lommatzsch i. Sach. G.m.b.H.",,
"Ruhr Glas Karnap Essen
Vertr. Jean Beaucamp
83 Avenue Lefort Hamoir
Brussel",Brussels,Belgium
"La Forminiere Rue Royale
(M Bourgeois) Brussel",Brussels,Belgium
"Chemische Werke Strem
Warschau",Warsaw,Poland
"Wilhelm Felder Nordwall 82-84
Crefeld
~~Usines Gheysen St Gilles~~
~~Van Lint str. 76~~",,
"Blank, Stoll Calw
(Wurtemberg)",,
"Houtwol Fabriek W. P. Gelen Frères
Hasselt.",Hasselt,Belgium
"Wilh. Lambrecht A.G.
Fabrik wissenschaftlicher Instrumenter
Göttingen",Göttingen,Germany
"Alois Kraus,
Schwabmünchen / Bay.",,
"Dr Christian Brunnengräber
Lubeck",Lübeck,Germany
"1° <u>Adolf Brückan Jr.</u> Bethanienufer 5, Berlin S.O. 36

2° <u>Hordel C°</u>, Pragerstr. 5, Berlin W 50
"""" Matador ",Berlin,Germany
"Alfred F. Bosshardt
15 Schoonzichtstraat Brussel",Brussels,Belgium
N.V. Liègeol Kleine kaai 7 Lokeren,Lokeren,Belgium
"Bigot Schärfe & C°
Chemische Fabrik Hamburg
Kirchenallee 25",,
"Sté de Traitement Chimique des
Algues
Usine de Penloc'h à Tregunc
(Finistère)",Trégunc,France
"Henri De Caluwé - De Velder 
 5 Smisstraat Steenhuffel 
 *Mechanieke Klompenmakerij*",,
"The Yorkshire Copper Works Ltd Leeds 
 Agt. David Petrie 14 Meinplaats Antwerpen",Antwerp,Belgium
"H. Bernert Wieland str 42-43 
 Berlin Charlottenburg 4",Charlottenburg,Germany
"H. Bernert Wieland str 42-43 
 Berlin Charlottenburg 4",Berlin,Germany
"Peltz Geldschrank Ges. m.b.H. Düsseldorf 
 Graf Adolfstrass. 88",,
"Coöp Stroocartonfabriek """"Onze Belang"""" 
 Stadskanaal 
 Agten Pott & Co Amsterdam (Z) Valeriusstraat 153",,
"Etablts Marcel Sébin & Cie 
 79 Rue d'Angouleme Paris (11) 
 Agt Magis Dumortier 
 Rue Royale 204 Brussel",Paris,France
"Etablts Marcel Sébin & Cie 
 79 Rue d'Angouleme Paris (11) 
 Agt Magis Dumortier 
 Rue Royale 204 Brussel",Brussels,Belgium
"Presspahn-Carton Fabrik Roigheim Roigheim Wurtembg 
 Etablts Weidmann A.G. Rapperswil (Zwits) 
 Agt. Janssen-Foulon 41 Rubenstr. Brussel",Brussels,Belgium
"Berlin Anhaltische Maschinenbau 
 Actiengesellschaft Dessau 
 Zweigniederlassung der Bamag Meguin A.G. Dessau",Berlin,Germany
"Berlin Anhaltische Maschinenbau 
 Actiengesellschaft Dessau 
 Zweigniederlassung der Bamag Meguin A.G. Dessau",Dessau,Germany
"Rich. Klinger Weenen. 
 Concessionnairs Achille Marchal 
 106 Av. du Midi Blles",,
"Papierfabrik Reisholz A.G. 
 Abtg. Ruhwerke J. Amberg. Wst 
 Vertegw. V. Dejardin Brussel",,
"Papierfabrik Leonhardt Crossen a Elster 
 Vertegw. Ch. Elias Brussel",,
"Dresdner Chromo & Kunstdruck 
 Papierfabrik Krause & Baumann A.G. 
 Heidenau 
 Vertegw. Marcel Lits 19 rue Marcq Blles",Marcq,France
"G. R. Delcorde 44 Avenue Sleeckx
Brussel",Brussels,Belgium
"Mather & Platt Ltd 14 Great Smith Str.
London S.W. 1
Agt. Louis Lyon
24 Rue des Fripiers Brussel",Greater London,United Kingdom
"Mather & Platt Ltd 14 Great Smith Str.
London S.W. 1
Agt. Louis Lyon
24 Rue des Fripiers Brussel",Brussels,Belgium
"G. W. Reye & Söhne Hamburg
Kieselgur Gruben Besitzer",,
"Vereinigte Deutsche Kieselguhrwerke G.m.b.H
Hannover",Hanover,Germany
"Fichtel & Sachs S.A. Schweinfurt
Vertr. Alex Vanhoff Ainé
33 et 52 Boga Str, Brussel",Bougue,France
"Fichtel & Sachs S.A. Schweinfurt
Vertr. Alex Vanhoff Ainé
33 et 52 Boga Str, Brussel",Santarém,Portugal
"Fichtel & Sachs S.A. Schweinfurt
Vertr. Alex Vanhoff Ainé
33 et 52 Boga Str, Brussel",Brussels,Belgium
"P.I.V. Ketten & Getriebe G.m.b.H.
Bad Homburg v. d. H",Bad Homburg vor der Höhe,Germany
"P.I.V. Ketten & Getriebe G.m.b.H.
Bad Homburg v. d. H",Homburg,Germany
"$\left\{ \begin{array}{l} 	ext{André Rebichon} \\ \text{Rue de l'Hôpital St. Louis, Paris 10e} \\ \text{René Joskin,} \\ \text{Avenue Luxembourg 46, Liège} \end{array} \right.$",,
"Jan Van Puyvelde
14 De Potter str. Schaerbeek",Schaerbeek - Schaarbeek,Belgium
"Arnold & Richter G.m.b.H.
Fabrik Kinotechnischer Apparate
Türkenstr. 89 München",Munich,Germany
"Chem. Fabriken Dr Kurt Albert G.m.b.H.
Amöneburg bei Wiesbaden
Biebrich",Wiesbaden,Germany
"Terpana Chemische Fabrik
Niederglatt Zürich",Zurich,Switzerland
"The Toyo Seiyaku Boeki Co Ltd
Osaka Japan
Shionogi & Co Ltd
Manufacturing Chemist Osaka Japan",Osaka,Japan
"Sankyo Company Ltd
Sankyo Building
Muromachi Nihonbashi-Ku
Tokio",,
"Louis Lauwers 120 Rue Sterlinger
Antwerpen",Antwerp,Belgium
"Fernand Gilbert Avenue Dailly 24
Blles",,
"Fabrique des Montres Zenith
Le Locle (Zwits
Agent: B. Zehoval & N Dorfmann
59 Chaussée de Vleurgat Brussel",La Chaussée,France
"Fabrique des Montres Zenith
Le Locle (Zwits
Agent: B. Zehoval & N Dorfmann
59 Chaussée de Vleurgat Brussel",Brussels,Belgium
"Bigot Scharfe & Co
Chemische Fabrik G.m.b.H.
Hamburg",Hamburg,Germany
"Seamless Products Co Inc.
113 West 42nd St. New York N.Y.",New York,United States
"Maschinenfabrik Augsburg-
Nürnberg A.G.
Werk Nürnberg",Nuremberg,Germany
"R. O. A. Dupont . Co Walvisch str. 20
Antwerpen",Antwerp,Belgium
"Dr Steeg & Reuter, Bad Homburg v. d. H.",Bad Homburg vor der Höhe,Germany
"Dr Steeg & Reuter, Bad Homburg v. d. H.",Homburg,Germany
"Hartmann & Braun A. G. Frankfurt /M
Agt Gust. Van Begin. Cie
34 Van de Weyer str. Brussel",Brussels,Belgium
"Sté Française des Noirs de Fumée
Vandoeuvre Nancy
Agt: Louis Gavage
36 rue des Eburons Luik",Nancy,France
"Sté Française des Noirs de Fumée
Vandoeuvre Nancy
Agt: Louis Gavage
36 rue des Eburons Luik",Liège,Belgium
"Sté pr le Blanchiment des Textiles Paris
Vertr. D. Van den Berg 56 Avenue Michel Ange Blles",Paris,France
"Jos Scholz G.m.b.H. Mainz
Gaustrasse 40/42",,
"Southern Chemical and Cotton Co
of America
L. F. Will . Co Amsterdam",Amsterdam,Netherlands
Lifa Lichtfilterfabrik Augsburg P 35,Augsburg,Germany
"Maschinenfabrik Carl Wessner
Zittauerstrasse 51a Görlitz",Görlitz,Germany
"Friedr. Riedel, Co Ernastrasse 5
Essen
A. E. R. A.
Applications & Etudes Rationnel de l'Air
rue Archimède 50 Brussel",Essen,Germany
"Friedr. Riedel, Co Ernastrasse 5
Essen
A. E. R. A.
Applications & Etudes Rationnel de l'Air
rue Archimède 50 Brussel",Brussels,Belgium
1° Osram G. m. b. H. Berlin O 17,Berlin,Germany
2° Plechati Glühlampenfabrik Kiel (Deutschl),Kiel,Germany
"Kemball Bishop . Co Ltd
Crown Chemical Works
Bromley by Bow London E. 3",Greater London,United Kingdom
"Kemball Bishop . Co Ltd
Crown Chemical Works
Bromley by Bow London E. 3",Bromley,United Kingdom
Adam Engelhardt,,
Comeniusstr. Nürnberg,Nuremberg,Germany
Etna Klima Anlagen,,
Luftheizungswerke Frankfurt,Frankfurt,Germany
H. Krantz Aachen,Aachen,Germany
Lufttechnische Gesellschaft m.b.H.,,
Königstrasse 84 Stuttgart W.,Stuttgart,Germany
"Vasanta Maschinenfabrik Akt. Ges.
Dresden N. 15",Dresden,Germany
"John Ratcliff. Sons Ltd Leeds
Vertw. F. C. Wibbelshde 42 Groenplaats
Antwerpen",Antwerp,Belgium
"Chemische Fabrik """"Lipsia""""
Agt. Alf. Cloquette 22 Av. de l'Observatoire
Luik",Leipzig,Germany
"Chemische Fabrik """"Lipsia""""
Agt. Alf. Cloquette 22 Av. de l'Observatoire
Luik",Liège,Belgium
"H. Janssen-Foulon Rubensstr. 41 Brussel
Agt der Fabrique Suisse d'Isolants de
Breitenbach (Soleure)",Breitenbach,France
"Maschinenfabrik Laube
Blasewitzer str. 68 Dresden A 16
Vrtw. Ch. Elias
Bxl",Dresden,Germany
"Mekanieke Modelmakerij
L. Bottriaux Ch. Van der Wijngaert . Co
35 Oude Bareellei Merksem Antwerpen",Antwerp,Belgium
"Mekanieke Modelmakerij
L. Bottriaux Ch. Van der Wijngaert . Co
35 Oude Bareellei Merksem Antwerpen",Old Town,Czechia
"E. Huybrechts 124 Quai de Mariemont
Brussel",Brussels,Belgium
"A. Hogenforst Maschinenfabrik Leipzig
Agt. Poelman Frères 3 Rue Vermeulen St Gilles",Gilles,France
"J. Clouth Remscheid
Vertw. Aimé Meert Place Louis
Morichar 36
Brussel",Brussels,Belgium
"Etabl. Marcel Re Agence exclusive des
Meubles Modernes tout en acier
Nord & Alpes 28 rue Josaphat
Bxl",Rue,France
"Sté An. p. l. Industrie des Metaux
16 Place St François Lausanne",Lausanne,Switzerland
"Sté An. p. l. Industrie des Metaux
16 Place St François Lausanne",François,France
"Joseph, Emile Heuvelmans
Bogaardstr. 42 Antwerpen",Antwerp,Belgium
"Optische Werke C. Reichert Wien VIII/2
Bennogasse 24-26",,
F. Hellige & Co Freiburg im Breisgau,Freiburg im Breisgau,Germany
"Langbein-Pfanhauser Werke Leipzig O28
Vertw. Electrolyse Belge Gheuse
28 rue de France Brussel",Rue,France
"Sté Genevoise d'Instruments de Physique
8 Rue des Vieux-Grenadiers Genève",,
"Henry Pels, & Co 19 rue de l'Autonomie
Brussel - Midi",Brussels,Belgium
"Fabrique d'Instruments d'Optique
C. Reichert VIII Bennogasse 24-26
Weenen
Vertgw. Hanko Pels",,
"Philips Constant, Puers
Vertegenw: Charles Mahy,
Boulev. E. Bockstael 206. Brussel",Brussels,Belgium
"Honoré Demoor
Rue de l'Autonomie 14-16
Brussel",Brussels,Belgium
"Rosa, Cometta Cie
Via Machiavelli 12
Milan 126",Milan,Italy
"Henry Rossell, Co Ltd
Waverley Works Sheffield",Sheffield,United Kingdom
"Dentler, Maass G.m.b.H. Düsseldorf
Hildebrandt Str. 24
Agt. Sigtenhorst, Lynaert Dillen
62 rue du Lombard
Brussel",Brussels,Belgium
"Niederrhein. Maschinenfabrik
Becker & Van Hüllen Act. Ges.
Untergath 9 Krefeld",Krefeld,Germany
"W. H. Seibert Wetzlar
Vtrgtr. Pierre Van Kebbel
55 Oude Kerkstraat Antwerpen",Antwerp,Belgium
"Maschinenfabrik Fr. Niepmann & Co
Gevelsberg i/ Westfallen",,
"Raymond Charon Paris (19e)
11 Rue Henri. Murger",Montreuil-le-Henri,France
"M. Hensoldt & Söhne Optische Werke
Wetzlar",Wetzlar,Germany
"Etablissements Bourdon
74 Rue du Faubourg Paris",Paris,France
"Slack Sellars & Co Ld Sheffield
Agt. L. Verwaest 281 rue du Progrès
Bruxel",Brussels,Belgium
"Howards, Sons Ltd
Ilford n. London",Greater London,United Kingdom
"Eastman Kodak Co Rochst
Du Pont de Nemours. Co
Wilmington Delaware
(Niagara Falls Plant)
The Advance Solvents. Chemical
Corporation
Rossville Commercial Alkohol
New-York",Pont Canavese,Italy
"Eastman Kodak Co Rochst
Du Pont de Nemours. Co
Wilmington Delaware
(Niagara Falls Plant)
The Advance Solvents. Chemical
Corporation
Rossville Commercial Alkohol
New-York",Nemours,France
"Eastman Kodak Co Rochst
Du Pont de Nemours. Co
Wilmington Delaware
(Niagara Falls Plant)
The Advance Solvents. Chemical
Corporation
Rossville Commercial Alkohol
New-York",Wilmington,United States
"Eastman Kodak Co Rochst
Du Pont de Nemours. Co
Wilmington Delaware
(Niagara Falls Plant)
The Advance Solvents. Chemical
Corporation
Rossville Commercial Alkohol
New-York",New York,United States
"Henry Sutter
Steinenvorstadt 36 Basel
Haus Capitol",Basel,Switzerland
"Henry Sutter
Steinenvorstadt 36 Basel
Haus Capitol",Haux,France
"Metallwerk Union Akt. Ges
Wöllersdorf N. Oesterreich",,
"1° A. Leüthe Düsseldorf-Benrath

2° Heinrich Czeckay Postfach 41
Düsseldorf-Benrath",,
"3° <u>E. A. Krüger & Friedeberg</u> Kastanienallee 26
Berlin N 58",Berlin,Germany
"4° <u>Dr Gottlieb Krebs</u> , Gekawerke, Offenbach",Offenbach am Main,Germany
"5° <u>Robert Kremeich</u> , Postfach 515, Düsseldorf",Dusseldorf,Germany
"6° <u>Hugo Leüthe</u> , Richrath Bez. Düsseldorf",Dusseldorf,Germany
"7° <u>Franz Minde</u> , Kaiser Friedrichstrasse 45a
Berlin - Charlottenburg 4",Berlin,Germany
"7° <u>Franz Minde</u> , Kaiser Friedrichstrasse 45a
Berlin - Charlottenburg 4",Charlottenburg,Germany
"<u>The Tripoflo Cy</u>
Tripoflo Works,
Wellington Road Aberdeen Scotlan[d]",Wellington,New Zealand
"<u>The Tripoflo Cy</u>
Tripoflo Works,
Wellington Road Aberdeen Scotlan[d]",Aberdeen City,United Kingdom
"<u>Sté Ind. Suisse</u> Neuhausen
<u>Vergts. Fr. Van Den Broek</u> Antwerpe[n]
Sanderusstraat 51",Antwerp,Belgium
"1° <u>Ratazzi & May</u>, Kurfürstenstr. 14-18, Frankfurt a/m West 13",Frankfurt,Germany
"2° <u>Baderschneider & Lenzner</u>, Schliessfach 5, Zeulenroda Thür.",,
"3° <u>Dürener Metalltuchfabrik Joh. Wilh. Andr. Küfferath Co</u>
Düren Rhld.",,
"4° <u>Etablts J. Gantois & J. Beucher</u> , Saint-Dié (France
Agence générale: S. A. de Production de Transports et
d'Echanges , 95 A, Rue Joseph II, Bruxelles",Saint-Dié-des-Vosges,France
"4° <u>Etablts J. Gantois & J. Beucher</u> , Saint-Dié (France
Agence générale: S. A. de Production de Transports et
d'Echanges , 95 A, Rue Joseph II, Bruxelles",Brussels,Belgium
"5° <u>Maschinenbau & Metalltuchfabrik A. G. vorm. Gottl.</u>
<u>Heerbrandt</u>
Raguhn (Anhalt)",,
"6° <u>G. & J. Weir</u>, 22 Rue Caumartin, Paris 9e",Paris,France
"7° <u>Hütter & Schrantz A. G.</u>, Windmühlgasse 26. Wien VI",,
"8° <u>J. Raynaud</u>, Van Wesenbekestraat 14. Antwerpen",Antwerp,Belgium
"9° <u>Herman Leghers</u>, 79 Rue de l'Etuve, Brussel",Brussels,Belgium
"10° <u>Heleine & Cavenaille</u>, 10 Rue du Chasseur, Bruxelles.",Brussels,Belgium
"11° <u>Chr. Wandel, Metalltuch- & Maschinenfabrik</u>
Reutlingen",Reutlingen,Germany
<u>Fischer & Krecke G.m.b.H. Bielefeld</u>,Bielefeld,Germany
"<u>Alfred J. Amsler Co</u>, Schaffhausen
Zwitserland
Agent: Em. & P. Bodson, 6 Quai St. Léonard",Schaffhausen,Switzerland
"<u>Sté Genevoise d'Instruments de Physique</u>
Genève",Geneva,Switzerland
"<u>Reindl & Nieberding</u>, Kottbusser Ufer 7. Berlin SO.36
Agent: G. Matheys; Rue Gallait 36. Brussel.",Brussels,Belgium
"<u>Shell Chemical Cy</u> San Francisco
Selling Agents: R. W. Greeff. Co
10 East 40 Street New York City",,
"<u>Böcker & Dingeon G.m.b.H.</u>
Remscheid",Remscheid,Germany
"<u>Integrator Apparate G.m.b.H.</u>
Stuttgart
Werdstrasse 20",Stuttgart,Germany
"Famdewe Elektro Industrie
in Gemeinschaft Produktion
Neue Bayreutherstrasse 7
Berlin W 50",Berlin,Germany
"The Kessler Chemical Corporation
1515 Willow Avenue Hoboken new Jersey",Hoboken,United States
"Viscosa Gesellschaft M.b.H.
vorm. Oscar Kohorn. Co
Kauffahrtei 31 Chemnitz",,
"Jos Meissner
Oberländer Ufer 184 Köln/Rh",Cologne,Germany
C. G. Haubold A.G.,,
"H. Bernert 42 Wielandstr. 42
Berlin Charlottenburg",Charlottenburg,Germany
"H. Bernert 42 Wielandstr. 42
Berlin Charlottenburg",Berlin,Germany
"Metagra N.F.
Rue de la Raquette, 1,
Gent.",Ghent,Belgium
Dr Friedrich & Cie Glösa Chemnitz,Chemnitz,Germany
Dr Friedrich & Cie Glösa Chemnitz,Chicago,United States
"Hypo William Blythe , Co Ltd
Church Lancashire
London office 58 Mark Lane E.C.3.",Greater London,United Kingdom
"Deutsche Hydrierwerke Act. Ges Rodleben
Vertgw. H. Bonn 68 Mommaerts str.
Brussel",Brussels,Belgium
"August Leistenschneider
Schadowstr. 16 Düsseldorf
Vertgw. A. Naert Brussel",Dusseldorf,Germany
M. R. Koepp. & Co Oestrich,,
"Acieries Schoeller - Bleckmann Weenen
Agt. Domanski 22 Quai de Rome
Luik",Liège,Belgium
"Jos. Schneider, & Co Optische Werke
Kreuznach (Rheinland)",Bad Kreuznach,Germany
"Atlas Electric Devices Co
361 W. Superior St.
Chicago, Ill. U.S.A.",City of Superior,United States
"Atlas Electric Devices Co
361 W. Superior St.
Chicago, Ill. U.S.A.",Chicago,United States
"1. C. Friedrich, Jägerwirtstr. 15a, München 50
Präzisionsoptik.",Munich,Germany
"2. Astro G.m.b.H, Lahnstr. 30, Berlin-Neukölln
Scharfeinstellungsgerät",Neukölln,Germany
"3. Ernst Ludwig, Lausa-Dresden
Kleinbildoptik",,
"4. J.D. Moeller Wedel i. Holstein
Optik, Glasteilungen, Versilberung, Spiegel",,
"5. Emil Busch A.G. Rathenow.
Optik",,
"6. A. Jackenkroll, Schlesische str. 29/30 Berlin S.O. 36
Kino-Aufnahme-Objektive",,
"7°. <u>Fotoflex. Kameras</u> , Budapester str. 31. Berlin W.62
Kino-Optik",,
"Bausch & Lomb Optical Co
Rochester New York
Vertr. Gerard Pfluger Antwerpen,",City of Rochester,United States
Jean Marck S.A. Herstal,Herstal,Belgium
Jean Marck S.A. Herstal,Marck,France
"Mécanique Industrielle & Machines
Agricoles, Jean H. Stevenart
89, Boulevard de Dixmude, Brussel.",Diksmuide,Belgium
"Mécanique Industrielle & Machines
Agricoles, Jean H. Stevenart
89, Boulevard de Dixmude, Brussel.",Brussels,Belgium
"Etablissements R. U. P. A. P.
Rue Courbe 51, Brussel.
Téléf: 406.13 Télégr. : """"Leblicburo""""
Agenten voor België & Luxemburg der
""""Swan"""" potlooden, Nuremberg.",Brussels,Belgium
"Etablissements R. U. P. A. P.
Rue Courbe 51, Brussel.
Téléf: 406.13 Télégr. : """"Leblicburo""""
Agenten voor België & Luxemburg der
""""Swan"""" potlooden, Nuremberg.",Nuremberg,Germany
"Léon Frateur : Bureelen: Mutsaertstraat
14, Antwerpen ; Magazijnen: Raapstraat
11, Antwerpen. Téléf: 541.30",Antwerp,Belgium
Leon Frateur : zie hierboven.,,
"K. Weinert Muskauerstr. 24
Berlin S.O. 36",Berlin,Germany
"Klein Schanzlin & Becker A.G.
Frankenthal (Pfalz)",Frankenthal (Pfalz),Germany
"Lindemann & Schnitzler
Postfach 667 Düsseldorf I No 14",,
"Weka - Tuchpapier A-G.
(A. u. K Römmler) Berlin S O 36
Elisabeth-Ufer 5-6
Georg Schulte, Nachodstr. 2
Berlin W. 50",Berlin,Germany
"R. Planche . Cie
5 Route de Frans Villefranche (Rhône)",Frans,France
"R. Planche . Cie
5 Route de Frans Villefranche (Rhône)",Villefranche-d'Astarac,France
"Dalbker Zellstoff & Papierfabrik
Dalbke bei Bielefeld",Bielefeld,Germany
"N.V. West. J. Ahrend & Zoons
13-21 Simon Stevijnweg Hilversum",Hilversum,Netherlands
"Sté Lyonnaise de Produits Benzoïques
23 Rue de Balzac (8e) Paris
Vrtr. Alph. Cloquette 22 Av. de l'Observatoire Luik",Balzac,France
"Sté Lyonnaise de Produits Benzoïques
23 Rue de Balzac (8e) Paris
Vrtr. Alph. Cloquette 22 Av. de l'Observatoire Luik",Paris,France
"Sté Lyonnaise de Produits Benzoïques
23 Rue de Balzac (8e) Paris
Vrtr. Alph. Cloquette 22 Av. de l'Observatoire Luik",Liège,Belgium
"Diagram Halbach
Dortmund Hörde",Dortmund,Germany
N.V. Chemische Fabriek L. Van Der Grinten Venlo,Venlo,Netherlands
"Hurlbutt Paper Co South Lee Massachusetts
New York Office 320 Broadway",,
"Kartonpapierfabrik
Friedheim & Sohn G.m.b.H. Berlin
Rungestr. 18a",,
"Metallpapier Gesellschaft München W. 12
Samuel Jones Bridewell Place London E.C. 4",Greater London,United Kingdom
"Edgard Van Haecke Brussel
130 rue Royale St Marie",Rue,France
"Edgard Van Haecke Brussel
130 rue Royale St Marie",Marie,France
"Usines de l'Allondon S.A.
La Plaine Genève
Reprt Durand-Raler Silly",,
Le Carbone 124 Bld du Jubilé Brussel,Brussels,Belgium
Le Carbone 124 Bld du Jubilé Brussel,Carbone,Italy
"Frankfurter Emaillir Werke
Ottofferos G.m.b.H.
Neu Isenburg bei Frankfurt a/M.",Frankfurt,Germany
"Fritz Köhler Universitäts Mechaniker %
Leipzig",Leipzig,Germany
"Max Fiedler
Fabrik Photographische Geräte
Freudenstadt Schwarzwald",Freudenstadt,Germany
"J. Ch. Jens Koefoed 37 Rue Van Der Keilen
Antwerpen",Antwerp,Belgium
J. Piquet - Gent.,Ghent,Belgium
"$\left\{\begin{array}{l}\text{a/ Cie Centrale des Eméris \& Produits à Polir} \\ \text{Fréiny - Navarre} \\ \text{b/ Sté Coop. Seap} \\ \text{Rue d'Aerschot. 208, Brussel.}\end{array}\right.$",,
"Cie Belge des Pompes """"Cylvar""""
Baraplaats, 9/10 , Brussel.",Brussels,Belgium
"Hoesch. & Co Pirna a.d. Elbe
Agt. Max Schüler. Co
Kirchenallee 25 Hamburg",Hamburg,Germany
"$\left\{\begin{array}{l}\text{E. F. Becker Mönckebergstrasse 11} \\ \text{Hamburg} \\ \text{Luzzatto, Figlio \& Cie} \\ \text{Meir 75 Antwerpen}\end{array}\right.$",,
"Hoffmann & Engelmann A.G.
Neustadt a. d. Haardt.",Neustadt an der Weinstraße,Germany
"Gebr. Hoesch G.m.b.H. Kreuzau
bei Düren",Duren,Germany
Julius Glatz Neidenfels,Kłodzko,Poland
"$\left\{\begin{array}{l}\text{Wegelin \& Hübner Halle a/Saale} \\ \text{Verteg. V. Réfusonne} \\ \text{Avenue Blondin, 52.} \\ \text{Liège}\end{array}\right.$
~~Demag - Hilpert - Pegnitzhütte Nürnberg~~
~~Verteg~~
~~Edg. v. Jublou Herstal~~",,
"~~Kleemann~~
S.A. Office technique
d'applications chimiques
Liège.",Liège,Belgium
"C.H. Jaeger . Co Leipzig-Plagwitz
Verteg. J. Russ 77 Rue des Confédérés Bxl",,
"J.P. Morlent & G. Saintville
20, Passage des Petites-Ecuries,
                                        Paris (10e)
door Office Scientifique Belge S.A.
                        Rue Traversière, 101,
                                        Bruxelles.",Paris,France
"J.P. Morlent & G. Saintville
20, Passage des Petites-Ecuries,
                                        Paris (10e)
door Office Scientifique Belge S.A.
                        Rue Traversière, 101,
                                        Bruxelles.",Brussels,Belgium
"Gustafsfors Fabr. A. B.
                        Skåpafors Zweden
Agt. Florent Van Riet
        34 Generaal Capiaumontstr.
                                Antwerpen",Antwerp,Belgium
"Cumig Elektrizitäts & Metall-
                waren Industrie
                Hirschengasse 5 Wien",Vienna,Austria
"Leeds & Northrup Cy Philadelphia
Agt. Sté An. Integra
Rue de la Vieille Montagne Luik",Montagne,France
"Leeds & Northrup Cy Philadelphia
Agt. Sté An. Integra
Rue de la Vieille Montagne Luik",Liège,Belgium
"The Gaertner Scientific Corp
                                Chicago U.S.A.",,
"Herola, Krepp- & Buntpapierfabrik G.m.b.H.
                        Rastatt (Baden)",,
"F. Chmel fabrication von Photo
        Prague VII                                        Ecken
                Zatisi 19",,
